time,load1_kw,load2_kw,load3_kw
2023-01-01 08:00:00,0.5543214240971613,0.6768319804364366,0.5805267086940049
2023-01-01 08:15:00,0.49462450820858384,0.714791734063697,0.7476536685730116
2023-01-01 08:30:00,0.4293325838481072,0.969889493274033,0.7540189578551838
2023-01-01 08:45:00,0.40454311428803724,0.6269626007377163,1.0344996247911413
2023-01-01 09:00:00,0.3891526331111682,0.857156204038927,1.0767638415773837
2023-01-01 09:15:00,0.7140210795113067,0.6236861675693375,0.9027375572099496
2023-01-01 09:30:00,0.47965134459325826,0.7902115819115907,0.999790670211085
2023-01-01 09:45:00,0.6076972027942417,0.5913203581602869,0.6625085312623364
2023-01-01 10:00:00,0.46607553608727254,0.7656608664404236,1.0559817578595747
2023-01-01 10:15:00,0.6350910186457748,0.6917910164473022,0.9759862937418706
2023-01-01 10:30:00,0.5352175978271818,0.6865469866155988,1.1784209098733343
2023-01-01 10:45:00,0.5125885095562904,0.7418944786082324,0.7694830014769757
2023-01-01 11:00:00,0.33561743975447156,0.42111012438394513,0.9580922372656852
2023-01-01 11:15:00,0.6213696505324434,0.8637052788362926,0.6204705480226114
2023-01-01 11:30:00,0.4621129343072987,0.6912351962505863,1.068923007993584
2023-01-01 11:45:00,0.5931590002667595,0.9425764549993925,0.8395052143798903
2023-01-01 12:00:00,0.3272781795409533,0.550415856367511,0.6158149053671456
2023-01-01 12:15:00,0.5742897344075266,0.7053462233019031,0.7894119406637615
2023-01-01 12:30:00,0.4498715691989268,0.8728846656819323,0.9519563504945148
2023-01-01 12:45:00,0.5847046790495314,0.8148344355457869,0.9818272124082461
2023-01-01 13:00:00,0.5323642168266888,0.7600213187468583,1.1247146452058443
2023-01-01 13:15:00,0.3457598218402028,1.0221465522632829,1.0235442076007104
2023-01-01 13:30:00,0.6422835121991028,0.707286827996613,0.7274205876665325
2023-01-01 13:45:00,0.3445254287265186,0.5239400715553865,1.053950974170596
2023-01-01 14:00:00,0.4885648157068655,0.8349843417617886,1.161392156302396
2023-01-01 14:15:00,0.2867719620700886,0.3486007458898975,0.9673601054968822
2023-01-01 14:30:00,0.7634622483647063,0.8859969740159462,1.0953897048323713
2023-01-01 14:45:00,0.5795454351389863,0.7842991151999823,1.1044023518195756
2023-01-01 15:00:00,0.5132632757507881,0.6213517001725368,0.8553757324013983
2023-01-01 15:15:00,0.7016114336301149,0.6536980888409686,0.6145524184741717
2023-01-01 15:30:00,0.5559416191035422,0.842615126418616,1.0449813350965347
2023-01-01 15:45:00,0.514281931390491,0.4716965757251111,0.8771703265200094
2023-01-01 16:00:00,0.4612186680462027,1.0070292575792552,0.8404156940229641
2023-01-01 16:15:00,0.6409888542784019,1.022327521527988,1.073964993513709
2023-01-01 16:30:00,0.3990688725601876,0.8257586983175182,0.6827950281242757
2023-01-01 16:45:00,0.518405091629425,0.6171874939707551,1.04800483879316
2023-01-01 17:00:00,0.28650373070834634,0.6743391706674831,0.8697474356369953
2023-01-01 17:15:00,0.49256072330510586,0.7339242018859952,1.0526659459339058
2023-01-01 17:30:00,0.4139010528905308,0.8758080555664166,0.9368476479782045
2023-01-01 17:45:00,0.48239076540324455,0.8513571527130606,1.1035483276847988
2023-01-01 18:00:00,0.5975820984734049,0.7317748168868161,1.1380162466328225
2023-01-01 18:15:00,0.6840929513511628,0.6761543129005176,0.5899062639257336
2023-01-01 18:30:00,0.4403647623255152,0.8818423034785801,0.9220370571552355
2023-01-01 18:45:00,0.4398150465836178,0.7353858064274121,1.1624958957693674
2023-01-01 19:00:00,0.4537089097934689,0.7913031687291043,0.7842215364322435
2023-01-01 19:15:00,0.2740168556566095,0.6066944083956242,0.7993918848406517
2023-01-01 19:30:00,0.41107256157210986,0.6470570884224649,0.9863315373859882
2023-01-01 19:45:00,0.42460111065203276,0.7802054753927831,0.6555477495491143
2023-01-01 20:00:00,0.6641895401268887,0.7174502360607963,0.6259129463450677
2023-01-01 20:15:00,0.5293143040242515,0.9224363912541262,1.1098102923785582
2023-01-01 20:30:00,0.4727682256601618,0.5412249490371253,0.3812301123879027
2023-01-01 20:45:00,0.5741705723556636,0.5620937247374787,1.0734940544544513
2023-01-01 21:00:00,0.6103244710969684,0.8120647240115573,0.7296368084908136
2023-01-01 21:15:00,0.271249944077319,0.8891661213331061,0.8054643045037135
2023-01-01 21:30:00,0.49259123617487777,0.6511242768021004,0.8699657970541647
2023-01-01 21:45:00,0.5634279626970408,0.6724552968495183,0.9085922317693796
2023-01-01 22:00:00,0.4900935215253306,0.9522879822408173,0.7696930037771478
2023-01-01 22:15:00,0.6102971625688498,0.6770498473812404,0.5886359750033169
2023-01-01 22:30:00,0.6166109511701824,0.8089420446390629,0.795044872836537
2023-01-01 22:45:00,0.466743786108666,0.8142226872176561,0.9618813988417478
2023-01-01 23:00:00,0.4822596060990619,0.5173679956516166,1.1910846823918932
2023-01-01 23:15:00,0.3838013492529895,1.0014366042051952,0.5316989697863198
2023-01-01 23:30:00,0.5702501777366872,0.5555221707090845,0.8032144120783962
2023-01-01 23:45:00,0.5979211716847296,0.6552157053802887,0.9934634253438643
