time,pv1_kw,pv2_kw,pv3_kw
2025-01-01 12:45:00,1.1679919166976072,0.8759939375232054,1.459989895872009
2025-01-01 13:00:00,1.1472429378412294,0.8604322033809221,1.4340536723015367
2025-01-01 13:15:00,1.121477357519353,0.8411080181395147,1.4018466968991912
2025-01-01 13:30:00,1.090807842058995,0.8181058815442462,1.3635098025737438
2025-01-01 13:45:00,1.0553685014477867,0.7915263760858401,1.3192106268097334
2025-01-01 14:00:00,1.0153143029051224,0.7614857271788419,1.2691428786314032
2025-01-01 14:15:00,0.9708203932499371,0.7281152949374529,1.2135254915624214
2025-01-01 14:30:00,0.9220813330282308,0.6915609997711731,1.1526016662852885
2025-01-01 14:45:00,0.869310245749307,0.6519826843119803,1.0866378071866338
2025-01-01 15:00:00,0.8127378859508891,0.6095534144631669,1.0159223574386114
2025-01-01 15:15:00,0.7526116301682445,0.5644587226261835,0.9407645377103058
2025-01-01 15:30:00,0.6891943952195323,0.5168957964146492,0.8614929940244154
2025-01-01 15:45:00,0.6227634885374583,0.46707261640309383,0.778454360671823
2025-01-01 16:00:00,0.5536093955744255,0.4152070466808191,0.6920117444680318
2025-01-01 16:15:00,0.4820345095835633,0.3615258821876725,0.6025431369794542
2025-01-01 16:30:00,0.40835180932997134,0.30626385699747855,0.5104397616624642
2025-01-01 16:45:00,0.33288349051421356,0.2496626178856602,0.416104363142767
2025-01-01 17:00:00,0.255959556892496,0.19196966766937204,0.31994944611562004
2025-01-01 17:15:00,0.17791637725420992,0.13343728294065746,0.2223954715677624
2025-01-01 17:30:00,0.09909521456679815,0.07432141092509861,0.12386901820849769
2025-01-01 17:45:00,0.019840733719630885,0.014880550289723165,0.02480091714953861
2025-01-01 18:00:00,0.0,0.0,0.0
2025-01-01 18:15:00,0.0,0.0,0.0
2025-01-01 18:30:00,0.0,0.0,0.0
2025-01-01 18:45:00,0.0,0.0,0.0
2025-01-01 19:00:00,0.0,0.0,0.0
2025-01-01 19:15:00,0.0,0.0,0.0
2025-01-01 19:30:00,0.0,0.0,0.0
2025-01-01 19:45:00,0.0,0.0,0.0
2025-01-01 20:00:00,0.0,0.0,0.0
2025-01-01 20:15:00,0.0,0.0,0.0
2025-01-01 20:30:00,0.0,0.0,0.0
2025-01-01 20:45:00,0.0,0.0,0.0
2025-01-01 21:00:00,0.0,0.0,0.0
2025-01-01 21:15:00,0.0,0.0,0.0
2025-01-01 21:30:00,0.0,0.0,0.0
2025-01-01 21:45:00,0.0,0.0,0.0
2025-01-01 22:00:00,0.0,0.0,0.0
2025-01-01 22:15:00,0.0,0.0,0.0
2025-01-01 22:30:00,0.0,0.0,0.0
2025-01-01 22:45:00,0.0,0.0,0.0
2025-01-01 23:00:00,0.0,0.0,0.0
2025-01-01 23:15:00,0.0,0.0,0.0
2025-01-01 23:30:00,0.0,0.0,0.0
2025-01-01 23:45:00,0.0,0.0,0.0
